# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Apr 15 17:57:04 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
#
loc_rowid,pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
1024,HD 24040 c,HD 24040,1,2,515.40000000000,2.20000000000,-2.50000000000,0,1.3000000000,0.0210000000,-0.0220000000,0,9.35000000,,,0,63.88350981,8.58136699,-8.58136699,0,Msini,0.110000,0.120000,-0.079000,0,5776.49,84.58,-84.58,0,1.387296,0.031370,-0.031370,0,1.103940,0.052950,-0.052950,0,0.1971,0.0590,-0.0590,0
1025,HD 24064 b,HD 24064,1,1,535.59998000000,3.00000000000,-3.00000000000,0,1.2900000000,0.0400000000,-0.0400000000,0,12.30000000,,,0,4096.82870000,918.52870000,-918.52870000,0,Msini,0.350000,0.080000,-0.080000,0,4052.00,22.00,-22.00,0,40.000000,4.200000,-4.200000,0,1.610000,0.530000,-0.530000,0,-0.4900,,,0
1026,HD 24085 b,HD 24085,1,1,2.04550000000,0.00020000000,-0.00020000000,0,0.0340000000,0.0010000000,-0.0010000000,0,3.46000000,,,0,11.80000000,3.10000000,-3.10000000,0,Msini,0.220000,0.120000,-0.120000,0,6034.00,32.00,-53.00,0,1.412551,0.025025,-0.015094,0,1.220000,0.070000,-0.070000,0,0.1700,0.0600,-0.0600,0
1027,HD 25015 b,HD 25015,1,1,6134.42700000000,618.42583000000,-506.67463000000,0,6.2480000000,0.4860000000,-0.4390000000,0,12.50000000,,,0,2884.92845034,367.72746690,-579.40118596,0,Mass,0.341000,0.085000,-0.077000,0,5160.00,63.00,-63.00,0,0.830000,0.040000,-0.040000,0,0.860000,0.101000,-0.101000,0,0.0400,0.0400,-0.0400,0
1028,HD 25171 b,HD 25171,2,1,1802.29000000000,24.12000000000,-22.92000000000,0,2.9710000000,0.0330000000,-0.0320000000,0,13.90000000,,,0,290.81445000,3.49613000,-3.81396000,0,Msini,0.042000,0.046000,-0.029000,0,6125.00,21.00,-21.00,0,1.230000,0.045000,-0.045000,0,1.076000,0.021000,-0.021000,0,-0.1200,0.0400,-0.0400,0
1029,HD 25463 b,HD 25463,1,2,7.04914230000,0.00000950000,-0.00000950000,0,0.0760000000,0.0010000000,-0.0010000000,0,2.54535814,0.11171510,-0.08338345,0,8.70000000,2.70000000,-2.60000000,0,Mass,0.000000,,,0,6353.00,85.00,-77.00,0,1.418200,0.024100,-0.023000,0,1.251000,0.024800,-0.022900,0,-0.0180,0.0540,-0.0620,0
1030,HD 25463 c,HD 25463,1,2,3.04405000000,0.00001000000,-0.00001000000,0,0.0443000000,0.0008000000,-0.0008000000,0,1.36354953,0.13045621,-0.09615242,0,4.30000000,1.90000000,-1.90000000,0,Mass,0.000000,,,0,6353.00,85.00,-77.00,0,1.418200,0.024100,-0.023000,0,1.251000,0.024800,-0.022900,0,-0.0180,0.0540,-0.0620,0
1031,HD 25723 b,HD 25723,1,1,457.01000000000,1.29000000000,-1.31000000000,0,1.4900000000,0.0400000000,-0.0500000000,0,13.30000000,,,0,794.57101750,44.49597698,-54.03082919,0,Msini,0.040000,0.050000,-0.030000,0,4766.00,49.00,-38.00,0,13.760000,0.560000,-0.560000,0,2.120000,0.410000,-0.550000,0,-0.0300,0.1000,-0.1000,0
1032,HD 25912 b,HD 25912,1,2,41.83156000000,0.02308000000,-0.03093000000,0,0.2420000000,0.0090000000,-0.0100000000,0,6.90000000,,,0,38.13940884,4.13176929,-4.13176929,0,Msini,0.050000,0.039000,-0.034000,0,5920.58,99.77,-112.80,0,0.995896,0.045402,-0.036276,0,1.080000,0.130000,-0.130000,0,0.1200,0.0500,-0.0500,0
1033,HD 25912 c,HD 25912,1,2,26308.65619000000,2095.17441000000,-2794.64410000000,0,17.8480000000,1.1470000000,-1.4840000000,0,12.20000000,,,0,5252.75008249,437.33188803,-444.64194139,0,Mass,0.051000,0.048000,-0.025000,0,5920.58,99.77,-112.80,0,0.995896,0.045402,-0.036276,0,1.080000,0.130000,-0.130000,0,0.1200,0.0500,-0.0500,0
1034,HD 260655 b,HD 260655,1,2,2.76953000000,0.00003000000,-0.00003000000,0,0.0293300000,0.0002400000,-0.0002400000,0,1.24000000,0.02300000,-0.02300000,0,2.14000000,0.34000000,-0.34000000,0,Mass,0.039000,0.043000,-0.023000,0,3803.00,10.00,-10.00,0,0.439000,0.003000,-0.003000,0,0.439000,0.011000,-0.011000,0,-0.4300,0.0400,-0.0400,0
1035,HD 260655 c,HD 260655,1,2,5.70588000000,0.00007000000,-0.00007000000,0,0.0474900000,0.0003900000,-0.0003900000,0,1.53300000,0.05100000,-0.04600000,0,3.09000000,0.48000000,-0.48000000,0,Mass,0.038000,0.036000,-0.022000,0,3803.00,10.00,-10.00,0,0.439000,0.003000,-0.003000,0,0.439000,0.011000,-0.011000,0,-0.4300,0.0400,-0.0400,0
1036,HD 26161 b,HD 26161,1,1,10942.29013000000,10474.08070000000,-1387.88781000000,0,10.0870000000,5.6150000000,-1.0850000000,0,11.90000000,,,0,9045.39646322,6372.14173194,-70.55790635,0,Mass,0.922000,0.037000,-0.099000,0,6057.62,87.60,-87.60,0,1.455981,0.031574,-0.031574,0,1.120000,0.146000,-0.146000,0,-0.0095,0.0593,-0.0593,0
1037,HD 2638 b,HD 2638,3,1,3.44420000000,0.00020000000,-0.00020000000,0,0.0400000000,0.0000000000,0.0000000000,0,14.30000000,,,0,133.48860000,9.53490000,-9.53490000,0,Msini,0.000000,,,0,5186.00,8.00,-8.00,0,0.940000,0.030000,-0.030000,0,0.770000,0.090000,-0.090000,0,0.1300,,,0
1038,HD 2685 b,HD 2685,1,1,4.12688000000,0.00005000000,-0.00004000000,0,0.0568000000,0.0006000000,-0.0006000000,0,16.14096000,0.56045000,-0.56045000,0,371.86110000,38.13960000,-38.13960000,0,Mass,0.091000,0.039000,-0.047000,0,6801.00,76.00,-76.00,0,1.560000,0.050000,-0.050000,0,1.430000,0.050000,-0.040000,0,0.0200,0.0600,-0.0600,0
1039,HD 27442 b,HD 27442,2,1,428.10000000000,1.10000000000,-1.10000000000,0,1.2710000000,0.0730000000,-0.0730000000,0,13.50000000,,,0,495.80000000,44.50000000,-44.50000000,0,Msini,0.060000,0.043000,-0.043000,0,4846.00,44.00,-44.00,0,3.180000,0.080000,-0.080000,0,1.230000,,,0,0.4200,0.0300,-0.0300,0
1040,HD 27631 b,HD 27631,1,1,2198.14000000000,54.11000000000,-50.34000000000,0,3.2420000000,0.0700000000,-0.0680000000,0,13.50000000,,,0,495.81231492,63.56568140,-47.67426105,0,Mass,0.141000,0.062000,-0.065000,0,5737.00,36.00,-36.00,0,0.923000,0.033000,-0.033000,0,0.944000,0.032000,-0.032000,0,-0.1200,0.0500,-0.0500,0
1041,HD 27894 b,HD 27894,1,3,18.01939000000,0.00024000000,-0.00027000000,0,0.1250000000,0.0050000000,-0.0050000000,0,14.10000000,,,0,196.73578393,15.89142035,-15.89142035,0,Msini,0.047000,0.012000,-0.011000,0,4875.00,81.00,-81.00,0,0.891767,0.014934,-0.023922,0,0.810000,0.096000,-0.096000,0,0.3000,0.0700,-0.0700,0
1042,HD 27894 c,HD 27894,1,3,36.07000000000,0.26000000000,-0.09000000000,0,0.1980000000,0.0010000000,-0.0010000000,0,8.24000000,,,0,51.48846000,3.49613000,-12.71320000,0,Msini,0.015000,0.020000,-0.002000,0,4875.00,81.00,-81.00,0,0.891767,0.014934,-0.023922,0,0.800000,,,0,0.3000,0.0700,-0.0700,0
1043,HD 27894 d,HD 27894,1,3,5019.54244000000,32.59359000000,-31.12557000000,0,5.3620000000,0.2060000000,-0.2230000000,0,12.70000000,,,0,2063.65984665,313.69663771,-112.19342767,0,Mass,0.343000,0.031000,-0.026000,0,4875.00,81.00,-81.00,0,0.891767,0.014934,-0.023922,0,0.810000,0.096000,-0.096000,0,0.3000,0.0700,-0.0700,0
1044,HD 27969 b,HD 27969,1,1,654.50000000000,5.70000000000,-5.80000000000,0,1.5520000000,0.0320000000,-0.0330000000,0,12.90000000,,,0,1525.57635360,76.27881768,-73.10053361,0,Msini,0.182000,0.019000,-0.019000,0,5966.00,21.00,-21.00,0,1.270000,0.100000,-0.100000,0,1.160000,0.070000,-0.070000,0,0.1800,0.0200,-0.0200,0
1045,HD 28109 b,HD 28109,1,3,22.89105400000,0.00008500000,-0.00009000000,0,0.1357000000,0.0034000000,-0.0034000000,0,2.69000000,0.23000000,-0.23000000,0,6.20000000,1.60000000,-1.60000000,0,Mass,0.007100,0.047500,-0.007100,0,6189.00,55.00,-55.00,0,1.425000,0.048000,-0.041000,0,1.227000,0.052000,-0.052000,0,0.1000,0.0300,-0.0300,0
1046,HD 28109 c,HD 28109,1,3,55.99712000000,0.00034000000,-0.00037000000,0,0.3080000000,0.0110000000,-0.0110000000,0,4.13000000,0.16000000,-0.14000000,0,9.20000000,2.00000000,-2.00000000,0,Mass,0.003900,0.004100,-0.003700,0,6189.00,55.00,-55.00,0,1.425000,0.048000,-0.041000,0,1.227000,0.052000,-0.052000,0,0.1000,0.0300,-0.0300,0
1047,HD 28109 d,HD 28109,1,3,84.28990000000,0.00180000000,-0.00150000000,0,0.4110000000,0.0160000000,-0.0160000000,0,3.11000000,0.15000000,-0.15000000,0,5.80000000,0.90000000,-1.10000000,1,Mass,0.005400,0.002700,-0.003600,0,6189.00,55.00,-55.00,0,1.425000,0.048000,-0.041000,0,1.227000,0.052000,-0.052000,0,0.1000,0.0300,-0.0300,0
1048,HD 28185 b,HD 28185,1,2,385.92000000000,0.06000000000,-0.07000000000,0,1.0340000000,0.0060000000,-0.0060000000,0,12.80000000,,,0,1859.29618095,25.42627256,-25.42627256,0,Msini,0.063000,0.004000,-0.004000,0,5602.00,36.00,-36.00,0,1.048000,0.015000,-0.015000,0,0.974000,0.018000,-0.018000,0,0.1900,0.0100,-0.0100,0
1049,HD 28185 c,HD 28185,1,2,9090.00000000000,460.00000000000,-390.00000000000,0,8.5000000000,0.2900000000,-0.2600000000,0,12.80000000,,,0,1906.97044200,190.69704420,-190.69704420,0,Mass,0.150000,0.040000,-0.040000,0,5602.00,36.00,-36.00,0,1.048000,0.015000,-0.015000,0,0.974000,0.018000,-0.018000,0,0.1900,0.0100,-0.0100,0
1050,HD 28192 b,HD 28192,1,1,14.23283000000,0.00214000000,-0.00152000000,0,0.1180000000,0.0050000000,-0.0050000000,0,12.20000000,,,0,99.79811980,7.62788177,-9.85268062,0,Msini,0.104000,0.042000,-0.023000,0,5919.87,140.84,-96.45,0,1.070940,0.042857,-0.054817,0,1.080000,0.135000,-0.135000,0,,,,
1051,HD 28254 b,HD 28254,2,1,1333.00000000000,4.00000000000,-4.00000000000,0,2.4500000000,0.0300000000,-0.0400000000,0,13.00000000,,,0,1207.74794660,953.48522100,-699.22249540,0,Mass,0.950000,0.030000,-0.040000,0,5664.00,35.00,-35.00,0,1.480000,0.060000,-0.060000,0,1.100000,0.050000,-0.050000,0,0.0600,0.0200,-0.0200,0
1052,HD 284149 AB b,HD 284149 A,2,1,,,,,431.1600000000,2.9300000000,-2.9300000000,0,12.00000000,,,0,8352.53053596,931.23723251,-931.23723251,0,Mass,,,,,6035.00,65.00,-65.00,0,1.360000,0.330000,-0.330000,0,1.130000,0.226407,-0.137486,0,,,,
1053,HD 28471 b,HD 28471,1,3,3.16490000000,0.00020000000,-0.00030000000,0,0.0420000000,0.0010000000,-0.0010000000,0,1.75000000,,,0,3.72000000,0.40000000,-0.43000000,0,Msini,0.195000,0.061000,-0.073000,0,5766.00,101.00,-101.00,0,1.080000,0.057000,-0.057000,0,0.980000,0.044000,-0.044000,0,-0.0400,0.0300,-0.0300,0
1054,HD 28471 c,HD 28471,1,3,6.12450000000,0.08560000000,-0.00090000000,0,0.0650000000,0.0010000000,-0.0010000000,0,2.26000000,,,0,5.72000000,0.57000000,-0.72000000,0,Msini,0.088000,0.058000,-0.054000,0,5766.00,101.00,-101.00,0,1.080000,0.057000,-0.057000,0,0.980000,0.044000,-0.044000,0,-0.0400,0.0300,-0.0300,0
1055,HD 28471 d,HD 28471,1,3,11.68100000000,0.00420000000,-0.00550000000,0,0.1000000000,0.0020000000,-0.0020000000,0,2.06000000,,,0,4.91000000,0.82000000,-0.77000000,0,Msini,0.093000,0.064000,-0.058000,0,5766.00,101.00,-101.00,0,1.080000,0.057000,-0.057000,0,0.980000,0.044000,-0.044000,0,-0.0400,0.0300,-0.0300,0
1056,HD 285507 b,HD 285507,1,1,6.08810000000,0.00180000000,-0.00180000000,0,0.0600000000,0.0000000000,0.0000000000,0,13.80000000,,,0,311.47340000,31.78300000,-31.78300000,0,Msini,0.090000,0.020000,-0.020000,0,4503.00,73.00,-73.00,0,0.690000,0.020000,-0.020000,0,0.820000,0.120000,-0.120000,0,0.1300,,,0
1057,HD 285968 b,HD 285968,1,1,8.78360000000,0.00540000000,-0.00540000000,0,0.0660000000,,,0,2.83000000,,,0,8.40000000,,,0,Msini,0.000000,,,0,3703.49,32.13,-32.13,0,0.478214,0.007882,-0.007882,0,0.500000,,,0,-0.1000,0.2000,-0.2000,0
1058,HD 28678 b,HD 28678,1,1,380.20000000000,1.60000000000,-1.60000000000,0,1.1800000000,0.2000000000,-0.2000000000,0,13.50000000,,,0,490.09386000,23.20159000,-23.20159000,0,Msini,0.149000,0.047000,-0.047000,0,4972.00,,,0,6.480000,,,0,1.530000,,,0,-0.1100,0.0300,-0.0300,0
1059,HD 29021 b,HD 29021,1,1,1365.00000000000,7.00000000000,-7.00000000000,0,2.2940000000,0.0190000000,-0.0190000000,0,12.90000000,,,0,1420.69297929,212.94503269,-206.58846455,0,Mass,0.453000,0.014000,-0.013000,0,5560.00,45.00,-45.00,0,0.850000,0.090000,-0.090000,0,0.860000,0.020000,-0.020000,0,-0.3000,0.1000,-0.1000,0
1060,HD 290327 b,HD 290327,1,1,2443.00000000000,160.00000000000,-160.00000000000,0,3.4300000000,0.1600000000,-0.1600000000,0,13.30000000,,,0,772.32690000,133.48860000,-133.48860000,0,Msini,0.080000,0.050000,-0.050000,0,5505.00,63.00,-63.00,0,0.950000,0.030000,-0.030000,0,0.840000,0.200000,-0.200000,0,-0.1400,,,0
1061,HD 29399 b,HD 29399,1,1,892.70000000000,5.90000000000,-5.90000000000,0,1.9130000000,0.0080000000,-0.0080000000,0,13.50000000,,,0,498.99059899,34.96112477,-34.96112477,0,Msini,0.050000,0.050000,-0.050000,0,4845.00,52.00,-52.00,0,4.500000,0.110000,-0.110000,0,1.170000,0.100000,-0.100000,0,0.1400,0.0300,-0.0300,0
1062,HD 2952 b,HD 2952,1,1,312.08000000000,1.36000000000,-1.69000000000,0,1.1170000000,0.0030000000,-0.0040000000,0,13.90000000,,,0,284.77425267,42.27117813,-39.72855088,0,Msini,0.269000,0.165000,-0.150000,0,4853.00,,,0,10.900000,0.570000,-0.810000,0,1.910000,0.420000,-0.220000,0,0.0000,0.1000,-0.1000,0
1063,HD 29985 b,HD 29985,1,1,20608.14049000000,4708.95644000000,-7737.11195000000,0,13.3900000000,2.0710000000,-3.6800000000,0,12.80000000,,,0,1739.47487151,617.85842321,-367.72746690,0,Mass,0.261000,0.144000,-0.169000,0,4678.00,122.98,-107.02,0,0.574666,0.040237,-0.038015,0,0.750000,0.085000,-0.085000,0,-0.2200,0.0700,-0.0700,0
1064,HD 30177 b,HD 30177,1,2,2514.53422000000,5.21645000000,-4.34065000000,0,3.6040000000,0.1350000000,-0.1470000000,0,12.60000000,,,0,2670.71210402,394.42505309,-155.41809102,0,Mass,0.207000,0.012000,-0.017000,0,5580.00,12.00,-12.00,0,1.019000,0.034000,-0.034000,0,0.980000,0.115000,-0.115000,0,0.3699,0.0210,-0.0210,0
1065,HD 30177 c,HD 30177,1,2,12085.45186000000,583.05318000000,-440.70332000000,0,10.2580000000,0.5350000000,-0.4800000000,0,12.70000000,,,0,1954.64470305,415.71955636,-108.37948679,0,Mass,0.039000,0.005000,-0.013000,0,5580.00,12.00,-12.00,0,1.019000,0.034000,-0.034000,0,0.980000,0.115000,-0.115000,0,0.3699,0.0210,-0.0210,0
1066,HD 30562 b,HD 30562,1,1,1157.00000000000,27.00000000000,-27.00000000000,0,2.3400000000,0.0600000000,-0.0600000000,0,13.60000000,,,0,467.20775829,143.02278315,-57.20911326,0,Mass,0.760000,0.050000,-0.050000,0,5882.00,10.00,-10.00,0,1.610000,0.030000,-0.030000,0,1.120000,0.070000,-0.070000,0,0.2000,,,0
1067,HD 30669 b,HD 30669,1,1,1684.00000000000,61.00000000000,-61.00000000000,0,2.6900000000,0.0800000000,-0.0800000000,0,14.30000000,,,0,149.37000000,19.07000000,-19.07000000,0,Msini,0.180000,0.150000,-0.150000,0,5400.00,74.00,-74.00,0,0.910000,0.040000,-0.040000,0,0.920000,0.030000,-0.030000,0,0.1300,0.0600,-0.0600,0
1068,HD 30856 b,HD 30856,2,1,847.00000000000,20.00000000000,-20.00000000000,0,1.8500000000,0.1300000000,-0.1300000000,0,13.50000000,,,0,491.68301000,28.92253000,-28.92253000,0,Msini,0.061000,0.058000,-0.058000,0,4895.00,,,0,4.400000,,,0,1.170000,,,0,-0.0600,0.0300,-0.0300,0
1069,HD 31253 b,HD 31253,1,1,466.00000000000,3.00000000000,-3.00000000000,0,1.2600000000,0.0200000000,-0.0200000000,0,14.10000000,,,0,197.05460000,38.13960000,-38.13960000,0,Msini,0.300000,0.200000,-0.200000,0,6130.00,22.00,-22.00,0,1.750000,0.040000,-0.040000,0,1.700000,0.250000,-0.250000,0,0.1700,,,0
1070,HD 31527 b,HD 31527,1,3,16.55350000000,0.00340000000,-0.00350000000,0,0.1254000000,0.0041000000,-0.0045000000,0,3.22000000,,,0,10.47000000,0.89000000,-0.87000000,0,Msini,0.100000,0.050000,-0.050000,0,5898.00,13.00,-13.00,0,1.073694,0.006374,-0.023363,0,0.960000,,,0,-0.1700,0.0100,-0.0100,0
1071,HD 31527 c,HD 31527,1,3,51.20530000000,0.03730000000,-0.03680000000,0,0.2663000000,0.0088000000,-0.0095000000,0,3.85000000,,,0,14.16000000,1.28000000,-1.23000000,0,Msini,0.040000,0.050000,-0.030000,0,5898.00,13.00,-13.00,0,1.073694,0.006374,-0.023363,0,0.960000,,,0,-0.1700,0.0100,-0.0100,0
1072,HD 31527 d,HD 31527,1,3,271.67370000000,2.11350000000,-2.24710000000,0,0.8098000000,0.0273000000,-0.0293000000,0,3.46000000,,,0,11.82000000,1.70000000,-1.64000000,0,Msini,0.240000,0.130000,-0.130000,0,5898.00,13.00,-13.00,0,1.073694,0.006374,-0.023363,0,0.960000,,,0,-0.1700,0.0100,-0.0100,0
1073,HD 3167 b,HD 3167,1,4,0.95964100000,0.00001100000,-0.00001100000,0,0.0179600000,0.0003700000,-0.0003100000,0,1.67000000,0.17000000,-0.10000000,0,4.97000000,0.24000000,-0.23000000,0,Mass,0.000000,,,0,5261.00,60.00,-60.00,0,0.880000,0.012000,-0.013000,0,0.837000,0.053000,-0.043000,0,0.0400,0.0500,-0.0500,0
1074,HD 3167 c,HD 3167,1,4,29.84540000000,0.00120000000,-0.00120000000,0,0.1776000000,0.0037000000,-0.0031000000,0,3.00000000,0.45000000,-0.21000000,0,11.13000000,0.78000000,-0.74000000,0,Mass,0.060000,,,1,5261.00,60.00,-60.00,0,0.880000,0.012000,-0.013000,0,0.837000,0.053000,-0.043000,0,0.0400,0.0500,-0.0500,0
1075,HD 3167 d,HD 3167,1,4,8.41120000000,0.00520000000,-0.00520000000,0,0.0763000000,0.0015000000,-0.0015000000,0,1.92000000,,,0,4.33000000,0.45000000,-0.45000000,0,Msini,0.120000,,,1,5261.00,60.00,-60.00,0,0.880000,0.012000,-0.013000,0,0.837000,0.053000,-0.043000,0,0.0400,0.0500,-0.0500,0
1076,HD 3167 e,HD 3167,1,4,96.63000000000,0.29200000000,-0.29200000000,0,0.3885000000,0.0079000000,-0.0079000000,0,2.83000000,,,0,8.41000000,1.02000000,-1.02000000,0,Msini,0.150000,,,1,5261.00,60.00,-60.00,0,0.880000,0.012000,-0.013000,0,0.837000,0.053000,-0.043000,0,0.0400,0.0500,-0.0500,0
1077,HD 32518 b,HD 32518,1,1,157.35000000000,0.10000000000,-0.08000000000,0,0.5940000000,0.0000000000,0.0000000000,0,13.20000000,,,0,905.49313154,50.85254512,-54.34865760,0,Msini,0.028000,0.034000,-0.019000,0,4580.00,70.00,-70.00,0,10.220000,0.870000,-0.870000,0,1.130000,0.180000,-0.180000,0,-0.1500,0.0400,-0.0400,0
1078,HD 32963 b,HD 32963,1,1,2372.00000000000,26.00000000000,-26.00000000000,0,3.4100000000,0.0200000000,-0.0200000000,0,13.40000000,,,0,657.90480249,263.79757781,-203.41018048,0,Mass,0.070000,0.040000,-0.040000,0,5727.00,32.00,-32.00,0,1.111044,0.026318,-0.026318,0,0.940000,,,0,0.1100,0.0500,-0.0500,0
1079,HD 330075 b,HD 330075,1,1,3.38773000000,0.00008000000,-0.00008000000,0,0.0400000000,0.0000000000,0.0000000000,0,14.30000000,,,0,152.55840000,6.35660000,-6.35660000,0,Msini,0.000000,,,0,5000.00,21.00,-21.00,0,0.840000,0.010000,-0.010000,0,0.470000,0.040000,-0.040000,0,0.0500,,,0
1080,HD 331093 b,HD 331093,1,1,621.62000000000,16.11000000000,-16.11000000000,0,1.4400000000,0.0700000000,-0.0700000000,0,13.60000000,,,0,476.74261050,34.96112477,-34.96112477,0,Msini,0.590000,0.030000,-0.030000,0,5544.00,33.00,-33.00,0,1.111200,0.056281,-0.062040,0,1.030000,0.079000,-0.079000,0,0.1700,0.0300,-0.0300,0
1081,HD 33142 b,HD 33142,1,3,330.00000000000,0.40000000000,-0.40000000000,0,1.0740000000,0.0070000000,-0.0070000000,0,13.70000000,,,0,400.46379282,15.89142035,-15.89142035,0,Msini,0.049000,0.032000,-0.030000,0,5025.40,23.60,-15.50,0,4.170000,0.030000,-0.070000,0,1.520000,0.030000,-0.030000,0,0.0600,0.0100,-0.0100,0
1082,HD 33142 c,HD 33142,1,3,810.20000000000,3.80000000000,-4.20000000000,0,1.9550000000,0.0160000000,-0.0120000000,0,13.90000000,,,0,282.86728223,19.06970442,-15.89142035,0,Msini,0.081000,0.055000,-0.047000,0,5025.40,23.60,-15.50,0,4.170000,0.030000,-0.070000,0,1.520000,0.030000,-0.030000,0,0.0600,0.0100,-0.0100,0
1083,HD 33142 d,HD 33142,1,3,89.90000000000,0.10000000000,-0.10000000000,0,0.4520000000,0.0030000000,-0.0030000000,0,9.32000000,,,0,63.56568140,6.35656814,-9.53485221,0,Msini,0.191000,0.140000,-0.128000,0,5025.40,23.60,-15.50,0,4.170000,0.030000,-0.070000,0,1.520000,0.030000,-0.030000,0,0.0600,0.0100,-0.0100,0
1084,HD 332231 b,HD 332231,1,1,18.71202400000,0.00002300000,-0.00002300000,0,0.1450000000,0.0030000000,-0.0030000000,0,9.07303305,0.18720815,-0.17534239,0,74.10000000,5.60000000,-5.40000000,0,Mass,0.000000,,,0,6128.00,87.00,-80.00,0,1.266000,0.023500,-0.022700,0,1.164200,0.031700,-0.033700,0,0.0430,0.0630,-0.0610,0
1085,HD 33283 b,HD 33283,2,1,18.19910000000,0.00170000000,-0.00170000000,0,0.1508000000,0.0087000000,-0.0087000000,0,12.50000000,,,0,104.56607000,22.56593000,-22.56593000,0,Msini,0.399000,0.056000,-0.056000,0,5935.00,,,0,1.970000,0.130000,-0.130000,0,1.380000,0.240000,-0.240000,0,0.3500,,,0
1086,HD 33564 b,HD 33564,1,1,388.00000000000,3.00000000000,-3.00000000000,0,1.1000000000,,,0,12.50000000,,,0,2892.10000000,,,0,Msini,0.340000,0.020000,-0.020000,0,6250.00,,,0,1.436700,0.023800,-0.023800,0,1.250000,0.030000,-0.040000,0,-0.1200,,,0
1087,HD 33844 b,HD 33844,1,2,551.40002000000,7.80000000000,-7.80000000000,0,1.6000000000,0.0600000000,-0.0600000000,0,13.40000000,,,0,638.83830000,98.52730000,-98.52730000,0,Msini,0.150000,0.070000,-0.070000,0,4861.00,100.00,-100.00,0,5.390000,0.280000,-0.280000,0,1.840000,0.390000,-0.390000,0,0.2700,,,0
1088,HD 33844 c,HD 33844,1,2,916.00000000000,29.50000000000,-29.50000000000,0,2.2400000000,0.0500000000,-0.0500000000,0,13.50000000,,,0,556.20250000,57.20940000,-57.20940000,0,Msini,0.130000,0.100000,-0.100000,0,4861.00,100.00,-100.00,0,5.290000,0.410000,-0.410000,0,1.780000,0.180000,-0.180000,0,0.2700,0.0900,-0.0900,0
